object,confidence,x_min,y_min,x_max,y_max
person,0.9217894077301025,1686.0794677734375,1234.024658203125,2580.299072265625,3115.895263671875
person,0.9070813655853271,2396.805419921875,432.46728515625,3314.832763671875,3094.390380859375
person,0.8938950300216675,9.916030883789062,468.1243591308594,1215.735595703125,3117.68359375
person,0.8878127336502075,3205.127197265625,655.598876953125,4133.87060546875,3099.00927734375
person,0.8742324113845825,897.98583984375,449.7409362792969,1723.4417724609375,3120.0
